,Year_of_prod,Season,Episode Number,Episode_Title,Duration,Summary,Director,Stars,Votes,match,text,len in words,len_prep
13,1995,1,14,The One with the Candy Hearts,22,"As Valentine's Day approaches; Ross and his date end up at the same restaurant as Carol and Susan, Joey inadvertently sets Chandler up on a blind date with Janice, and the girls burn mementos of their old boyfriends.",James Burrows,8.3,3866,114,wants knows live building contact lent egg come got game thing happening ex wife lesbian think need excuse egg shell thanks egg gon egg returning egg think winning think insane love egg friend think work suicide man got egg wants tomorrow night phoebes remember dumped guy creepy mean little frightening nice date day creepy guy night year know guys tomorrow night tomorrow night depends tonight goes listen tonight dare bail reason said bring friend friend know friend sounds pathetic mess know come needy vulnerable cha thanks look woman said way man got egg look care remember trading pretty mess look brought nice bring checking coats gon wash cab smell hands white glass red makin break window waitin calm calm calm set woman dumped months stop makin nervous nervous sorry sorry right come come creepy compared weeper remember guy cry time sex good little crying day win win went guy months win end jerks good people know kinda magnets know wear digital watch beer right know friend shaves head said want break bad boyfriend cycle cleansing ritual pheebes woman bald tomorrow night guys perfect kind ritual burn stuff gave chant dance naked know sticks burning good burning good got stuff burn know little able pick quarters toes good quarters rolls quarters way cut pictures want bag heads ok sure know little puppets use theater cruelty talk second leaving tell said wants slather body stuff lick sure slathering want right sorry right chocolate mousses outta credit card sorry hope throws crappy night enjoyed fact shirt stickin outta zipper came bathroom excuse best friends friend stupid man left credit card drink dessert big screen tv drink got good woman bottle overpriced champagne right wanted know miss believe happened good kiss sorry sorry special come gon look good home fun reunion hall want happened know dogs experience jet lag dog years human year thing dog flies lose hours loses week half funny blond woman ex wife woman touching close personal friend mean lovers wanna label know nope pregnant baby forget need sage branches sacramental wine oregano ok need semen righteous man know ritual place start throwing things letters boxer shorts receipt dinner look picture naked wearing sweater grappa stuff pure dump woman day know dumped man life coming toilet brush funny little matchmaker kiss gon living past years working funny major thought said shoot spot thought try sorry funny think weird invited join pregnant sad guess sure great come join fine fine come let try scooching come come teaches sixth grade major know funny story happened brought loaded little candy hearts special look way tell new way tell things gon work fine hmm know end let happen know love ask think ending invited asked bed seek deep soul calls foghorn want need live know know know true called mother wolverine swear swear bathroom think bathroom coat gone cold screwed date years know hot mushroom smile women stay dinner funny know getting life thing mean sitting cute woman nice talkin easy fun know wacky thought shot know gon lesbian know let stick pin great know deny carrying baby mean perfect know love love know thing pin time pin find know right woman waiting easy found need woman likes men set bring truck cleansing works nice guys firemen guys,10126.0,3120.0
14,1995,1,15,The One with the Stoned Guy,22,"Monica cooks a gourmet meal for a restaurateur who is looking for a new chef, however he arrives at the apartment stoned. Meanwhile, Ross tries to master 'dirty talk'.",Alan Myerson,8.2,3915,115,thank nice hot cider thank cinamon stick eraser sorry looking lovely today flattering sleeve length listen guys coming says incredible news gets act know mind going good going typical day work inputting numbers big calls office tells wants processing supervisor great quit supposed temp job years took promotion admitting lot money matter want guys office night worrying wenus wenus processing term wenus going know thing know want know going figure working new massage client opening restaurant looking head chef know chef know thought needs job cheffing experience toast restaurant kind food looking wants ecclectic looking know create entire menu know think thanks big white hat guess nipples shirt worry sure going appointment career counselor gogo added gogo career counselor guys know want guys living room know want know goals dreams dream known dream speech love life love life meeting guy went great great showed restaurant going cute little place big small right owned blonde woman bears cooking dinner night know audition wants great ooh ahh yummy noises going yummy noises going know know going great know know thing know stuff know thing stuff know guys know good date place neighborhood finish ounce steak free ahem know good place dating puma going bug lady love bug lady curator insects museum guys going thought dinner bring place introduce monkey speaking place thinking know hoping telling monkey chick magnet going look furry cute little face seal deal worry scream going hurt soothing tones soothing tones stand got claws ok try salmon mousse good better creamier better know talking whipped fish happy keeping happened half hours aptitude tests intelligence tests personality tests learn suited career data processing large multinational corporation great know believe mean cool know pictured know know nipples shirt cheer know grape hours split supposed small pre appetizer french amouz bouche ing dollars hour ok great dollars hour asked waitresses work help course thought night perfect know professional waitress maintaining amateur status waitress know mean brag waited tables bouche talk weird thing happened train morning talk dirty hot panicked took surprise know total loss mean ended cuddling cuddled times shut nice think talking kind guy know big deal want want think people tell try kidding come close eyes tell like apartment apartment having conversation look start come come ready look hot want lips ahem think come like woman right want right talk dirty going talk dirty tell want caress butt turn want staring ahem want want feel hot soft skin lips going going want tongue run body trembling funny story going believe ok ok rooting kids sleeping guy old job called life fifteenth floor miss lot satisfying steal pens home know generous look money need job need care yearly bonus structure mentioned playing negotiation rejection stop saying numbers telling got wrong guy got wrong guy huge bigger cubicle cube look window indeedy beautiful view look guy peeing ok view check look sit sit ok great come moment thank time promise deal promised bailed waitress bad dollars hour dollars hour wish plans walk know ran wedding roof head means dollars hour coat greeter girl smells delicious know remember time smelt delicious combination smells lovely apartment thank like tour polite cab way blazed doobie smoked joint know lit bone weed hemp dry let let wine think ready course rot shrimp ravioli pondou sauce touch mints ginger smack ass fantastic glad liked eat half minutes serving delicious onion tartlets tartlets tartlets tartlets word lost meaning excuse help know know looking shells know little corn envelope know want spoil appetite know wait half minutes cheese got sorry seat ok bears share think drowning fellows grab o save help drowning help dinner waited years opportunity wait half minutes stupid onion tartlet tool want work guy know thought know look amazing chef know yummy noises faking unbelievable dirty talk elaborate filth heard mean characters plot lines themes motif point villagers ahem know time finished dirty talk exhausted cuddled nice guys wanna try catch late movie wait hell know time looking happy let tell care care got eeeee means working hurt,12430.0,4043.0
15,1995,1,16,The One with Two Parts: Part 1,22,Phoebe feels neglected when Joey falls for her twin sister. Chandler struggles to fire an attractive co-worker. Ross attends Lamaze classes with Carol and Susan.,Michael Lembeck,8.2,3834,116,unbelievable hour cartoon looking ham waitress excuse wait wait wh said excuse come working close live aprons cute start great gon know testing acting monkey control keeps erasing messages machine accident days row got newspaper peed crossword look tell look sister difference twins care hot know thing talk things let guys guess saw today fun safer woman cuts hair look long game sister works place know said guys talked like years hmmm fat standin standing guys dumb sister stuff know mean thought pretty know start walking day parents new sorry got got class got catch gon gon got dads got lesbians parenting team gon weird mean think comfortable situation jacket know having boy girl good boy com sorry friend life partner buddies lovers know close women live married little complicated little fine twins births send come wanted going data little thing post dating numbers bad throws wenus whack excuse gotcha happen want hurt wenus cute cute matter dip pen company ink little creature got remote remote remote marce remote great relax fix tell leaving lights plan merry year supposed forgot supposed write lights frigerate went think likes ordered coffee brought tuna meltt plates curly fries score hot listen like wanna run think okay asked sister wanna went date mean sister know mean true egg know grown know thanks okay fine wanna watch late stuck school parent teacher thing information think stay think know going good fun gon start basic stage breathing exercises mummies coaches supporting head supposed mommy gon play sperm card time look miss coaching training woman propose flip flip heads heads heads mom nice deep cleansing breath imagine vagina opening flower going mean listen know came late week slept hair ndash okay listen reason called today hate like dinner want birthday want mom alive enjoy let way bath salts nice good place look cold pee cup coffee window bad think answer way telling eat home think got fired night kept bringing swordfish gon gon wait order looks excuse right turn know want good want biscottie cookies good choice believe told girl job taken lights congratulations think found world thinnest argument trying find right moment know hard dating fired quickie work know knock sitting talking cats try favour try sure fits birthday present figured know size fits seein tonight yep known pay money kind capade know like know different like like great asked said okay okay okay okay good woman knit knit cool tie memo let got psychiatrist informed took news fact mentioned word frenzy fact asked recollection fired believable decided fire assured threat guess psychology sir lights having baby week final class impossible impossible honey woman gon stay stay honey shhh shhh gon alright know going saying nostril push pot roast sweetie cleansing breath know frightening big picture birth day gon parents rest lives mean right gon father occurring knew baby realised baby having gon great stop eating bath mat gon raise kid know scientists saying monkeys babies different going ask question know know know business okay meant sex right know past couple days people avoiding giving strange looks jealous explain taking scissors getting big raise amazing know sure paperwork raise want send psychological profile drinks marry ended telling stapler thing little tip think turn watch okay gone alright know stupid thing ask going mean terrible look mean saying evil know breaking stuff let threw bus boyfriend best friend know stole broke heart talk said wanna looked mean know boyfriend thermos gon lose hon got talk come know stuff knew felt falling love going week slept mean help freezing come wanted okay okay help,12568.0,3457.0
16,1995,1,17,The One with Two Parts: Part 2,22,"Rachel switches identities with Monica so she can use her health insurance. Meanwhile, Ursula continues to come between Phoebe and Joey.",Michael Lembeck,8.5,3883,117,ow ow ow ow ow ow friend taking lights fell balcony broken foot ankle god lights fill bring ow ow address case emergency sweet love insurance check want insurance gon cost idea x rays couple dollars wel gon use wait second case emergency person insurance fraud forget hate thank thank love hi gon need new set forms idiot filling friend form putting information idiot stupid dream night playing football kid field hike baby know got defence comin right got terrible team baby heave field crazy baby sack field realise supposed catch right know way gon time running running woke ready father gon fine caring responsible men gon great dad baby need blocking guys expensive order stuff takin tonight birthday wo whoa birthday tonight man odds happening time gon look want screw friend friend understand mean guys man tried birthday business end hissy fit little cute doctor meant young young meant young young doctor good said sprain left stupid stupid cute cute cute doctors asked tomorrow night said think insane mean work hospital returning scene crime know blow dates cute doctors cute doctors doctors cute learned hell scared crap outta cake got lemon schmush come minute hope okay b roses use special cake tools going great scary found great love room born freak dad dad talkin baby thing sort panicky gon father kind thing wondering thanks ju know needed know start feel father cute doctors okay coming come great look listen thinking tell mean fine think fine fine trouble stop wuss wuss excuse living real world okay said going okay big baby baby know swear uptight time time princess know know know day mother thanks years moved months supposed married left guy altar know selfish try hummus chef restaurant uptown boss people love spoiled way mentioned high school cow wet bed use breasts people attention hi li talk meaning tell excuse second remember freshman year sex bed daddy daddy daddy whyyy sleep father tried business dead got remote switch hold second lemme lemme check woman hospital admissions office says problem form know explain want find want okay right thank forgot sign admissions forms okay right right worth thank let change trouble sister stood night hate people try calling trying days called restaurant said busy talk believe blowin got minute working got birthday present remembered kind got know coming twin thing believe believe deal great know know nutsy got excuse come salad gon think likes smart figure want chicken food face changed hi remember called little needing signature admissions form turns need new wrong stupid stupid gon pay check know insurance cover yeah know bright worst case scenario feel father son feels connected relationships affected point know think simian fur ball turn got points kidney got points k k got help monkey swallowed k animal outta understand animal hospital town choking know swallowed scrabble tile excuse hospital people people okay watches touches watching heart hi hi urse trying listen listen know listen said listen sorry happened said bridge drink right drunk gon work friends stop hanging know sorry know gon hard know know looked beautiful looks tiny got message alright doctor got k found m think trying spell doctor says gon fine sleeping feel dad come came dad look waking fella qui pidio aver sido mira haciendo amigos que sucedio que,10449.0,3139.0
17,1995,1,18,The One with All the Poker,22,"As Rachel interviews for a new job, the girls take on the guys in a game of poker.",James Burrows,8.8,4340,118,running resumes want job gon work mechanics ones work look guys going waitress mean sick lousy tips sick called excuse proofread sure impressed excellent compuper skills think sure machine caught guys ladies lots responses know believe great know happened thing want gets heart pounding makes little playthings yarn want sarcastic sister s happening look fine fine shut saying uhhhh cried night thank playing poker alright chocolate looked alright guys seen read weep come guys played poker kind guy thing kind sexist guy thing poker guys play women welcome play kind know kind happen women games happen know women know play poker lame excuse mean typical guy response excuse know play teach ok draw cards need right straight good congratulations want need spades clubs wait spades ok need going fours got salmon roulettes assorted crudites poker game serve food syllable got chips dip pretz ok point dealer know got got let play real high stakes big bucks sure threw jacks look happy ready deal minute lesson minute lesson deal cards dammit dammit good cards bluffing bluffing word lying sorry break party got resumes fax work tomorrow got settle settle colony giving land game game owe money game know guys time forget money alright pay answer ready know want rematch fine use money ya cost little look poker play win order win people lose gon play poker expect nice guy ok cause cards dealt nice guy boys let eat love pizzeria come speech think think love feelings time going disc putting press button big trouble believe jerk know competitive kettle black bad beg differ incident incident gesturing plate slipped hand kidding mother ship calling job buyer shopping living look woman playing poker got listen word says hi think thank listen gon pay tonight guys guess guess guess guess fifth dentist caved recommending interview loved loved talked half hours taste clothes went camp cousin job perfect great wonderful told funniest story great tell laugh let play poker listen guys talked want play understand play game know pictionary funny funny think like poker try ladies want shuffle s ok think gon owes owe owe big ones thanks teachin cross eyed guys got play regular game think know money cursed cursed bad things happen spends alright bad things happen way break movie leaves big poker machine owes typical ooo man ooo penis ooo win money exert power women know play win lose beg laugh dime hate stepped point gals wanna hand money way formality playing fine laugh monkey boy chit chat ready play poker guys look eyed jack follows right poker excuse going bathroom want bathroom want bathroom gon order pizza waiting hear job store closes eat fine hold blinds ante fly open guys know realized poker coincidence joincidence c whattaya got hop outta shower cause got flush hop got sixes won won think gon little pile think think fly open look inner hate game bet fold cheap hooker got hit stomach fat guy sores face raise want waste buck time telling come hands let dates stand lose face getting red little veins popping temple shirt match pants losing losing losing let talk losing deal hel lo excuse job understand come fine silly know opens plea gon lots stuff card draw jacks wild ante look check check cents cents raise dollars thought cent limit lost job like raise bet bucks problem fold mean fold come thought cards dealt nice guy mean want dealer takes bet bet dollars raise raise purse purse good luck teen ok ask got got thank good luck house got cards cards know look happy airplane time bye bird bird turn bean,11179.0,3349.0
18,1995,1,19,The One Where the Monkey Gets Away,22,The gang frantically search for Ross's monkey Marcel after Rachel loses him.,Peter Bonerz,8.1,3734,119,checked thank free sample coffee great country club newsletter mother sends engagement notices inspiration maid maid mindy pretty friend bring rice bring rice good boy good boy gimme rice thank good boy mastered difference bring pee bring sorry stupid mean gave right happy happy guess different happened forget relationships men penis embargo know guess guys right guy mean safe easy heat heat raw animal sexual wait wait got mean think best friend toes curl fact funny think curl toes gets interrupted movie wonderful good suck fest toootal chick flick sorry movies guns bombs buses going need violence enjoy movie little nudity nudity meant female nudity need frolicking got gon bath friends right tomorrow right gon spend tomorrow hang hang pwease unclench gon believe having discussion agree disbelief mean think things gon happen happened telling said looking relationship said added said looking gon tonight tonight tonight think perfect gon spent day taking care monkey remember time got girl care monkey figured work pick bottle wine try woo phrase feather man look hate glad dying playing shoes know supposed whoah poo shoe bad monkey little engagement gift sure register died died roll roll know lose know watching tv pooped wait pooped shoe know left ones little clunky amish things think air negative lost pooped shoe cute little black ones wear time right left left lucky guys gon gon monkey loose city time gon wanna touristy things cats russian room guys gon minute gon kill start building guys second floor fourth gon gon stay wait phone shoe wait kill wanna trade friend lost monkey seen leave belgian waffle hall monkey seen monkey thank black capuchian monkey white face russian dressing pickles thanks today great went great great wine want love let drink feeling crazy wanna head murder capital kinda wanting run talking relationships stuff quick painful hate lost believe mean asked apartment know know guess fault asked start monkey started pen pencil got looking called called like illegal exotic animal allowed city find okay told right expect gon invite apartment thanks coming called monkey complete misunderstanding thought monkey turned hat saying checked fourth floor seen uncle monkey named aware possession illegal exotic punishable years prison confiscation animal poor little creature jail remember talked saying things time look sure friendly way reconcile seat introduced sat guys home room home room idea spent years ignoring mean hard morning nice overalls sorry fat problems bitch think help monkey thing old times sake bobcats find monkey having emergency looking monkey seen sure try turning knob way know radiators certain expertise heating cooling middle women hot need help hot sorry idea sorry promised find monkey yea high answers pictures helping talk people brushed right leg okay left leg look step ladies gon small tranquiliser run run run okay think ridiculous neighbourhood gone gone know come cold dark know broken foot monkey broken foot thank said sorry times want want break foot gon break foot ow happy kicked sign miss purpose vintage mean things happen mean thing oblivious people monkeys people feelings wanna hear forget okay intense butt asleep idea order bananas monkey bananas insane monkey monkey monkey gimme monkey gon judge want monkey prom queen bitch high school fat high school prom homecoming queen class president monkey lose important people life hate want punish chance bigger person supervisor tell shot friend ass dart nice leave fine right pair pumps great little outfit listen sorry hard fault lost got great bottle wine mood grape good neighbours vacuuming subject thinking mad got thinking marry think love got start locking door kids thought alp high school favourite time dunno loved high school years parties dating sex went boarding school boys sex involved major lifestyle choice years butt cheek waking,12659.0,3729.0
19,1995,1,20,The One with the Evil Orthodontist,22,"Rachel and Barry start dating again, despite the fact that he's now engaged to Mindy; Chandler goes nuts when a woman he likes won't return his phone calls.",Peter Bonerz,7.9,3736,120,believe way sailor got thetoughest snack know wanna mess corn nuts craaazy guys got come creep telescope believe looking sick feel violated good way people guys look got gravity boots telling years schoolchildren study greatest dates time unbelievable play games called let know like insane day needy want right right believe parents pressuring find people stop testosteroney way real treat got machine answer machine leaf blower picked time left spontaneous message ended phrase indeedy look look look going talking look upset look told shove smiling man street kicked pigeon bill law great took lunch russian room chicken poke butter squirts good day birds took walk told got little bottle nice told stop calling stop sending flowers leave hmm got nice comfortable familiar nice nice going mean left altar different today mean fun wrong reasons fact engaged woman happens ex best friend know stupid afternoon end crazy right mean nice having little sink expecting machine chance bye working past hours honing dishes want think restaurant kind life sitting honing past hours look look guy telescope stop looking great waving man got guy morning caught looking apartment creeps feel stuff kinda stuff grow talking sexy stuff cooking naked cook naked toast oatmeal spatters looking know matter good good way way mean want break mean mean adjustment thanks let weekend come went honeymoon nice liked bra looks fine think starting real progress stupid use phone future reference thing hand phone working calling got message want machine lot beeps means messages think makes little desperate needy pathetic saw personal ad beeps answered use hello word talked gon talk got message choosing needy snubbed miss needy come dental floss hair ended having sex chair sex chair said little sex chair thinking know mean care history said want couch helps slide diferent situation apples oranges orthodontists got going right need reason mean things life jam packed schedule keeping heard congratulations great working tomorrow want come tomorrow okay wants tomorrow sounded weird got hi mindy figured filled people peeper boogie thanks got work eyes scratched relax know heard months calls mean best friend guys went camp taught kiss woman feel guys hold walk taught kiss camp wearing little uniform fine gon bathroom watch phone second date needs hear pee left message pride fine listen know tried idiot shut phone fine great line gon line gon line gon pee dancing sitting know weird oldest friend world talk bitter lost weight turns pretty face gon ask want straight answer maid honour great wanted ask think seeing city think announced engagement acting weird night came home smelling feel better engaged went weird thing afraid afraid engaged little thing know know proposed said gon feel stupid stupid stupid mean smell familiar sorry sorry letters ring dammit ring thanks know phone working tried coffee shop answer turned mother turned told pointing irony listen went street talked got peeper use phone use phone number heating device radiator letters woman woman live street know little telescope appreciate okay wanna walk apartment underwear feel thank point point free weights neighbor brunette says looked day green dress green dress said looked day got second sure come sweetheart guys break think horrible human bad things happen sorry sorry sorry idiot weak help love talking mindy course mindy having sex chair swear thinking second time picked lineup time count mean chance start got bit emergency choking retainer okay hating sweating walked listen honey hogging ball jump couple punches telling feels great sure gon marry talking guy devil smock look know perfect truth end day wanna hope find way happy hope maid honor hope kill eat okay ran wedding wondered right choice know big day better dresser mean got monocle got hat know gay clarify calling turns number wrong got right answer thought come sure okay okay listen sounds good got hoo second date dunno know nice thing coming way okay mean needy,13475.0,3831.0
20,1995,1,21,The One with the Fake Monica,22,Monica befriends the woman who stole her credit card. Ross is forced to give away Marcel. Joey tries to come up with a less ethnic-sounding stage name.,Gail Mancuso,7.9,3769,121,hold credit card number idea look spent calm credit card people said pay stuff bought know reckless spending think steals credit card thrown caution wind geek spent yuk stop humping lamp stop humping come come room got humping phase said relax big deal stop bad monkey let doll curious going thing woman living life living life look look buys tickets plays wanna buys clothes stores intimidated sales people spent dollars art supplies artist supplies mean stuff cool things let compare late horseback riding park classes unfair got want mother ethnic agent thinks neutral think makes sound dunno big know sounds familiar ring bell good wanna try think remember starring hi believe taking classes wondering great thanks lot going tap class dance woman stole credit card woman got life post office sure picture honey losing mean weird obsession thing madness madness tell love thank think things think help thanks observe observe dance class dance dance class spare shoes mean think means dance dance class think people time yoghurt containers lying class let happen let started getting getting feel uncoordinated click click people grab partner dead mother says great gym class right come dance clothes nightmare okay okay late new tense girl partner dutch dancing hi vet gon wear big plastic cones says humping thing phase reached sexual maturity beat says time goes gon start getting agressive violent mean gon believe sucks mean got adult know know mean day little thing know little thing leg way vet says place regular access gon vicious got zoo monkey zoo know popes applying lot choice bigger state right pipe dream state vet knows possibility blocks beach mean total party zoo found found girl cops took lunch brand vigilante justice insane woman stole stole stealer woman minutes forget mean astounding person amazing spirit stole cheerleader hats popes love joke way way wild told room find taken entire sixth floor threw thrown hotel ladies ones living dream pour coffee people know wait scuse think dealing mean stand tap class bought blow dryer shunned recommend safety zoo dogs cows know harder chair taking brunt good boy want know kidding russian dictator slaughtered people think known think whaddyou think good stage zoo docile know hold banana whatcha mean need blade come walk phone ringing hear hooo crashed embassy party drunk lying drunk great called worried water rules look restaurant called wanna know gon showing work going today gon lose job person needs fluff pillows pay bills come hold second credit card people thanks arrested credit card want know turned thank given mean gotten sing memories stage believe mean gon gon crash embassy parties gon worried wondering amish door getting wrong final boarding flight boarding gate good little monkey guy wrote poem eat plane thank champ know gon lot babes remember lot learn dunno monkey feel hungry good plane guys mind like moment buddy coupla things want gon miss gon forget pet leave leg stop humping seconds glove hand touch cheek reading role,9764.0,2878.0
21,1995,1,22,The One with the Ick Factor,22,Monica gets a shock when she finds out her boyfriend is a high school student. Chandler finds out his colleagues don't like him when Phoebe temps as his secretary.,Robby Benson,8.3,3720,122,tell tell tell tell shut tell look look come tell use reason women look night dream table exellent dream score dream good good interesting cause dreams allways inadequate night know way table love share okay belive sex dream sorry time thing drunk subconscious gimme operating drill press know wearing want operate drill press short term work know massage clients pirates dummie taught massage home workshop work good idea secretary gon couple weeks having boobs redused big boob story secretary know know kinda thing involves lot normal large portion day playing new beeper hell paleontologist need beeper like dinosaur emergencies help come quick extinct goes labor mean dial jimbo cool phone number possible kid guys young thank young young young age senior college college manchild problem old course issue told pass hear stop pick phone office sorry meeting meeting right whoops know reference number gets message says fun work likely okay gon whatcha windows clean candels lit tight got change belt turn fish lasagne control touch understand mean dating guy midterms mean sudden tonight know look great guy love know things happen happen plan things shave legs let dream mean baby time baby time relax relax relax relax cool cool beeped time today sure sir perform kind services services oh services want jumbo right right sir belive want judging number huge disappointment day exellent nice pays know man wears shoes tell knew know like thought knew noho like talking feel bad know like lot got promoted know know boss man belive know report sound hills alive sound music scones sound true shut possible wanna stay mean going early class tomorrow married goat virgin saying listen told difficult figured honest wrong goes months figured know change mean hell matter old senior ay wrong sex alive focus tell different lie felon states thinking fall know school night women shiny guys named minutes way come told dream forget saucy fine andybody sure handed mints tell know times sweet guys called called seeing know things work fact needs note gym sw swear stopped listen time talk ask strongest life amusing drop time got whoa head rush going got birthday party work people work people told know know liking extravaganza know month people friends know charge mean different person come tonight know hang let great guy think wanna geek invited boss think night great know thing great fun know like know know wanna buddy know think got face guy big office know hires fires great boss friends wa gon new system punches means having baby ignore morning got think cousin little needed know gon opener guys check new hand dryers bathroom thought rumour true story icky easy wish things different years older years younger lived biblical times love hands wet moist let dry margaritas stronger loved night thanks listen weekly numbers gon need desk problem know guy moustache people gon working weekend nice having baby having having baby having phone phone know phone hurt let come people woman labor look got going save cab going hospital lokk nice doctors fridge right ride cab save hating come let baby coming belive gon aunt gon nephew nice let come going going,10204.0,2994.0
22,1995,1,23,The One with the Birth,22,"As Carol goes into labor; Ross and Susan argue, Rachel flirts with Carol's doctor, and Joey assists a pregnant single mother.",James Burrows,8.7,3919,123,having baby sure fine water broke know spoke said passed mucus plug know gon baby gon waitin room handing cigars arrangements baby movie believe giving birth cab relax dollars contraction cents additional contraction ok pick moments miss miss guitar thought awhile know things musical hell stopped gift shop looking stuffed animals wanted wanted having baby baby stop bumper sticker mean stopped let got extra want love little party uterus minutes seconds seconds swiss quartz allowed drink getting got getting thought like ice chips thanks need believe met ex husband sister roommate funny want baby tonight honey got early day tomorrow come let coffee fall good fan suck listen lady look look man nice shot know hit water standing boat like hit boat wait suck alright shut know rebuilding year aa let father need father need father father sorry ok fine way pregnant women thanks paying stop look twins guys cute cute fair come tell married married meant married unmarriable dear parachute knapsack look dressy dress change important day wanna look nice seen supposed baby needs deal doctors father doctor reason mom calling care kid guy jerk mean hold wants talk phone hi friends yeah single actor phone person deal guy mean baby wanna know know fan interested views fatherhood look good luck care know problem let players run team true gon kill seconds gon ok remember focusing hell son son named agreed son girlfriend went mean landed passed fiasco leg cramp leg cramp leg cramp got got got sleep cramps want started started care trying person body making easier thanks lot yeah listen ew exploded water breaking calm water breaking mean water breaking fault fault look threw room came lot things came tryin clever funny lady know problem threatened threatened come guys believe children coming world building negative fighting noises thing hearing stop yelling stop like voice wants hear ironic help having baby stand ow honey worry going find ok telling sounds fascinating come push push push harder harder push push let ball let push push gon suck door open help help found bodies day found bodies mom going fine great place gone fly mean chance stop thinking babies baby mazel tov moment heard cute doctors waitress fine know mom called loaner sorry doctor nurse helper guy won game suck bad come come damnit damnit damnit fault supposed greatest day life son born know stuck closet woman love having baby today waiting believe waiting know funny thing day baby leave baby father knows day day day great wanna explain mean growing know dad left mother died stepfather went jail pieces parents little baby parents care fighting gets love born luckiest baby world sorry fighting sure honey miss relax centimeters baby station frightening wanna help rip heart great seen nipple honey time start pushing got vent open hi hospital worker rescue ready gimme foot appears dark vent wait fact dark vent open open forgot legs push push long story honey people room ex husband lesbian life partner good luck let ask lesbian life partner let got got head huge helping sorry got head got shoulders got arms got look little fingers chest stomach boy boy legs knees feet person look look uncle covered guys beautiful thanks shouting need little guy like good come mentioned cooked come know know like meet looks thanks believe know head head got gum want know times come come want steal amazing know look think look look closing eyes opening eyes guys wanna coffee guys look closing eyes,11417.0,3297.0
23,1995,1,24,The One Where Rachel Finds Out,22,"As Ross leaves for China, Chandler accidentally reveals Ross's feelings for Rachel. Joey takes part in a fertility study and is unable to sleep with his new girlfriend.",Kevin Bright,8.9,4187,124,little nodding look little boy look got haircut let sweetest thing want kiss nice little extra air mouth help promise pay inlcuding waffles week owe jillion dollars pay time money coming helping research kind research science science think heard fertility study tell donating time come guys big deal mean day contribution project end weeks dollars gon making money hand fist got slaw got buns got ground flesh cute cows turkeys ew men fire cook meat fire peeing invited called said gon late things going special know great think little science project think gon tell girl like seeing cup man got point tough thing wants sex crazy bitch got week left program according rules want money allowed conduct ersonal experiments know mean know mean think barbecue gon going thing going museum found bone want bone want bone going try persuade bo big bone thing gon gone week wanna reach itinerary picture let father head barbecue gon fun wanted wish happy birthday left having drinks know guy met coffeehouse guy met coffeehouse know gon guys tell bone story country big pile dishes mom breakfront guys know let theodore having drinks tonight shown interest forget right man eat chinese food food guess know listen buddy looking know want happy couple beers love man think nice friends started fruit basket business musketeers fruit ok burgers presents food hold tiger going holding good thinks tonight night gon complete transaction know thought mean following think guessing thank ok ok light rattles thank feels book thinks book feels book book little child man doctors remove die remembered remembered months walking antique store saw pin window told grandmother little girl believe remembered sure play plane pretty cost fortune believe come remember college fell love bought expensive crystal duck ahem crystal duck love good rubbing head turn time mean unbelievable know huge small tiny petite wee think lives gon mute button woman think great mean d idea mean night city mentioned asking happened given love mind getting cup coffee time got talk h country wait flight leave minutes time difference airport gon gon know right gon break heart kind thing wait good news tell know know look help look know wait week mean big got talk got love deal excuse pardon excuse need talk friend know went got blue jacket j message important know think blacked minute got find fun uhhh forget let let turn gon big fruit basket tomorrow got tell thought mean know guess pegged guys giver generous man met mean woman wanna save wrapping paper mean little bit torn gon throw know know thought way thought way guys mean mean know mean initial gut feeling thinking thinking great friends law best best know mean starting fifteenth date starting fifteenth date good point mean mean fifteenth date relationshippy place committed mean happens work working know cute money hell dumping brother big spender asleep amazing know think great bed fact ask question shows little know night thing makes great stuff response got man ticker tape parade know happens room close parade route amazing sudden blind senses heightened able appreciate level know level know great skirt birthday present exchanged blouse got thought flight couple hours gate b honey thinking decided thing good idea feel going going pressure wanna pressure pressure happened teensy bit weird good promise brother kind crazy thing hearing bucks fruit man hell weeks feel learned gon stick thing crazy blind man gets sight walk picture stupid electric car gon shoot mean wrong environmental issues guy believe excuse trying date fine stop thinking thinking guy happens nice guy mean come buddy real car come chance hard weird cares look love ninth grade best friend know broke lost makes think gon break involved broken happen look know perfect right mean question attracted know mean looked way start looking know gon guy caught hammerhead traffic right know forgot supposed pick friend airport sorry want stay finish drinks mean sorry got sorry excuse pardon excuse excuse sake let got thanks sweetie problem wait meet friends think judge ridicule come gon love,12726.0,3915.0
